loan_amnt,annual_inc,dti,open_acc,revol_bal,revol_util,total_acc,int_rate,installment,term,grade,home_ownership,verification_status,purpose,loan_status
3420.4968036893792,106520.42336186049,12.723967501669255,7,2621.4402294779165,71.24195921263953,18,15.747440520032747,480.2596559301928,60 months,C,RENT,Source Verified,debt_consolidation,Fully Paid
6117.178473033281,61640.80126114372,15.32865075512193,11,1475.8212961940926,31.032539593402188,24,17.237928569086417,325.3005819677692,36 months,D,OWN,Not Verified,vacation,Charged Off
4883.338773641619,28237.749815034804,14.737155180652177,6,1269.2634207292485,53.49811204955698,24,11.839299910728968,303.58905026602105,36 months,C,MORTGAGE,Source Verified,other,Fully Paid
9481.74515415168,82522.19425269292,2.0912278698761955,6,1646.2804573611047,38.90346380652431,19,22.051875622634295,311.077014764114,36 months,C,MORTGAGE,Verified,credit_card,Charged Off
5146.066740953383,36302.246983386605,5.472471382581425,7,560.4594850112211,25.04214604544567,15,16.767871506031675,610.3307397739619,60 months,E,MORTGAGE,Verified,debt_consolidation,Fully Paid
3999.194118112917,210274.14145816097,2.576953366953838,6,359.6000066012415,13.042503277471543,23,23.779358958875108,294.8958822996042,36 months,C,MORTGAGE,Source Verified,debt_consolidation,Charged Off
16862.11021002383,176555.2299009252,9.430923893064344,11,232.29644114930457,54.57124628004569,22,16.8766653011791,532.949661555715,60 months,B,MORTGAGE,Source Verified,debt_consolidation,Fully Paid
7238.084291582785,91387.88491100812,25.98484990839966,7,5454.117249464351,52.19387360564182,26,17.427206857831656,715.4410820706518,36 months,B,OWN,Not Verified,debt_consolidation,Fully Paid
8381.348524804336,155236.4462642417,23.12718228474726,9,5007.599185333928,38.33469675024811,24,21.55247151241638,170.47578720475812,36 months,F,RENT,Source Verified,major_purchase,Fully Paid
3974.3874194309683,62652.19183368902,9.525416438260523,13,1150.110486399769,25.693456523961995,27,21.262296449780788,843.676364590527,36 months,A,RENT,Source Verified,credit_card,Fully Paid
6172.187781354435,102314.45540997,4.844321997984549,13,2551.8395485065926,42.67963401096757,14,14.708247619176905,549.3440330252221,60 months,C,OWN,Verified,debt_consolidation,Charged Off
8565.187439339305,168451.67741269074,26.160652749235066,13,15713.917005109146,38.00625197583942,17,5.858933629864131,261.72580559757984,60 months,D,MORTGAGE,Verified,debt_consolidation,Charged Off
4557.380160910068,71100.45941162342,25.107411369852723,8,1406.1879358037597,79.49098678268717,15,20.623111248457544,1237.5325212941,36 months,D,MORTGAGE,Verified,debt_consolidation,Charged Off
9777.596822595215,50079.59806784724,7.5989661969230236,12,2163.3921761773518,36.47211477886505,21,19.494225665419137,318.5430499074749,36 months,F,RENT,Source Verified,debt_consolidation,Charged Off
6000.995523562224,20000.0,4.806783021800749,15,30525.221089373652,35.90815340486701,19,23.395803130646744,332.1327891586018,36 months,E,MORTGAGE,Not Verified,medical,Charged Off
7003.414712066231,56489.30075278504,9.35877294022298,13,4748.321042173023,33.023297683789195,23,13.564677378702886,323.5498652103834,36 months,G,OWN,Verified,home_improvement,Charged Off
5997.792080392764,106552.83337977533,3.351518131910986,9,8835.442795414741,12.271984407406089,20,17.512405743615357,240.227864788208,36 months,B,MORTGAGE,Verified,credit_card,Fully Paid
20458.200678365338,116069.38052848053,7.807452946370752,9,6988.525688221105,35.52503953778323,18,16.698999304968122,587.440945255649,36 months,B,OWN,Not Verified,credit_card,Fully Paid
8048.583463255013,85225.46439201606,1.9140228107040018,6,5467.071108050857,33.468517913382136,14,13.718803167385754,399.8819203959796,36 months,D,RENT,Not Verified,debt_consolidation,Fully Paid
4774.977474502606,40990.295950018095,5.662960052065992,7,1248.2155713574205,63.661511563049146,19,16.36466181050423,547.9376419487714,36 months,B,OTHER,Not Verified,debt_consolidation,Fully Paid
12225.41738951184,20000.0,7.745934953912644,8,927.0690225367249,40.01888632959986,18,13.718414410533939,1003.2532559465977,36 months,D,MORTGAGE,Not Verified,major_purchase,Fully Paid
4400.96086737713,42334.152687014626,19.573167743078162,5,6695.576446153225,81.18734234373208,21,8.5716412888706,719.0372273255725,60 months,C,RENT,Source Verified,credit_card,Charged Off
8995.068822067386,48385.65140908478,11.19843658351301,7,5586.3029660841285,77.46291418856767,18,15.522912642142108,603.620405626484,36 months,C,OTHER,Source Verified,medical,Fully Paid
3041.6789802024114,48095.78022170783,8.201856396598789,10,3937.92432602328,62.54539589041762,23,8.147913809639377,989.6955932482621,36 months,B,MORTGAGE,Source Verified,other,Fully Paid
4170.982821162241,92317.54137966565,7.211950235854182,15,4231.002419284203,32.20788198159858,11,17.882681147615646,208.2585983100184,36 months,B,RENT,Not Verified,debt_consolidation,Fully Paid
8941.249450220144,240379.32794740258,24.954868047477163,10,1179.978403495045,28.880770960247055,21,20.21950395583269,319.70313305545693,60 months,E,OWN,Verified,debt_consolidation,Fully Paid
11722.12417135039,65281.92263207494,5.280133124698986,9,725.3520613605073,60.27193441286709,16,8.139158123489658,1301.4085597387834,36 months,D,RENT,Not Verified,other,Charged Off
8828.00329477228,51445.98738207154,1.1781184491706382,12,1236.7259883814538,18.473613675457067,14,10.092371391587427,302.94761504976003,36 months,A,OWN,Source Verified,vacation,Charged Off
7647.819540491934,49938.36035006219,18.19958977697214,11,2206.3107885637974,83.66685312322922,11,10.206927567923977,1294.2752627420411,36 months,B,RENT,Verified,debt_consolidation,Fully Paid
6970.541230714564,65321.03139467794,8.784706878566139,9,1459.97849610374,24.636619338399676,19,10.400034866902537,800.257130737232,36 months,B,RENT,Not Verified,other,Charged Off
3868.9522185929777,33529.950653796055,7.06679657037697,15,19564.865443189956,26.822654961221115,26,21.003686822841427,381.17344513864185,36 months,B,MORTGAGE,Not Verified,home_improvement,Fully Paid
5653.7702122522705,65129.898370041316,6.3582512980474695,11,17515.233281955498,67.17049409777395,23,12.401428318656825,371.47280128218006,36 months,C,RENT,Not Verified,home_improvement,Charged Off
6436.116533895816,82089.76605121724,11.543836141438405,11,8291.762084228332,60.96449171778323,19,13.705713523647143,759.0959131745191,36 months,A,MORTGAGE,Not Verified,debt_consolidation,Fully Paid
13746.796760878487,69340.2097720625,17.197825472562016,12,12896.725935624409,32.61566793065884,22,24.70538151610788,656.7135877570764,36 months,B,MORTGAGE,Not Verified,credit_card,Fully Paid
9622.016574148203,82477.38007369048,16.958077015565298,7,630.9672719378913,37.08193713267631,21,18.817931786464268,601.1433803205953,36 months,E,MORTGAGE,Verified,debt_consolidation,Fully Paid
3355.9156135399994,81115.01189952876,13.88025615458888,8,7054.322614623876,36.85876398679089,20,10.416907694959516,281.83406111515075,36 months,D,MORTGAGE,Verified,debt_consolidation,Fully Paid
9528.494265073588,20000.0,19.394703339797736,7,2856.3989817996285,73.67390194396131,20,10.163123859912433,683.0115648833689,36 months,A,OWN,Verified,major_purchase,Charged Off
6683.9129085591085,93508.63938771491,5.139063461430147,9,1715.0173314136016,19.011519214441254,16,5.333126395653133,1297.3322348428867,36 months,C,RENT,Source Verified,debt_consolidation,Fully Paid
5776.417731233527,37432.313512663204,0.9421754910674134,10,2123.283633458515,82.02168523823478,26,7.483171729034963,183.857624309079,36 months,A,OWN,Source Verified,debt_consolidation,Fully Paid
11002.06371260179,27803.37196135643,20.976284841282116,15,2155.2702135051327,4.171242485888934,18,17.173379994525135,625.7400875280302,36 months,D,RENT,Source Verified,vacation,Fully Paid
13568.412517109524,27636.25344795607,8.083375171434707,10,1891.4837469837785,67.02660915215233,7,24.99253460980123,282.6847130949024,36 months,D,MORTGAGE,Verified,home_improvement,Fully Paid
12908.484141512818,81103.31602192235,19.011389174866544,10,1424.6528994900439,46.617785334765074,18,18.666201101075785,238.33424893616336,36 months,B,MORTGAGE,Source Verified,debt_consolidation,Fully Paid
5326.188927301634,51235.99292900089,2.9328965614025675,9,596.6221608853625,55.728930171834854,13,12.574828862778368,625.8013034430694,36 months,A,MORTGAGE,Verified,home_improvement,Fully Paid
6942.337498064554,20000.0,11.51102571689284,6,451.8658840171262,78.73183946563374,16,23.97025686345134,349.6155725076829,36 months,D,OWN,Not Verified,major_purchase,Charged Off
9562.760462781516,83669.22198514953,6.018208868693361,8,4827.333720142359,2.8945114854841107,20,8.917794052998962,589.120025170728,36 months,A,MORTGAGE,Source Verified,debt_consolidation,Fully Paid
13197.366268607391,21856.951763635214,10.759268756407298,9,102.39042192893437,50.25938845423833,25,15.682950136215394,355.0794564413532,36 months,F,RENT,Verified,debt_consolidation,Fully Paid
6376.743871421577,66030.6925113573,14.33319772545409,12,30775.776573960797,67.71990232092999,17,21.124685555786705,406.05968678267647,36 months,B,RENT,Verified,debt_consolidation,Fully Paid
7384.736483550382,70752.9314076723,15.826945964826766,6,1413.754356546318,23.388409918708057,19,21.419562479984616,718.9977043299963,36 months,B,MORTGAGE,Verified,other,Fully Paid
4660.287931083138,111291.0317987523,9.031716318229414,8,343.8668094160399,33.6716547854105,20,23.564863747528186,366.87497538202,36 months,C,RENT,Source Verified,debt_consolidation,Fully Paid
4455.509449710672,208392.656460467,4.702480749197546,7,5578.128256219614,32.52110296389504,27,5.705725712191876,171.10896963135576,36 months,B,MORTGAGE,Source Verified,car,Fully Paid
12164.326758620451,23033.997872597552,8.869422781516905,10,2534.081428074656,68.94033721548197,11,24.487175410496988,296.081839289867,36 months,B,MORTGAGE,Verified,debt_consolidation,Charged Off
15964.455748641743,57714.76433321718,22.31742425611604,13,955.9151740286419,54.4641372700662,16,10.774343394323756,423.83008176110764,60 months,B,RENT,Verified,debt_consolidation,Charged Off
7816.521700138439,49343.69587146533,11.308322657440486,4,1496.6729254055197,14.016299201034471,16,5.647971051485623,546.0712156933392,60 months,F,RENT,Verified,debt_consolidation,Fully Paid
13383.346960775094,81115.12981072377,2.188059493148677,11,2678.7110422597807,25.93758668658651,15,24.953303761640214,350.4645438466106,36 months,C,RENT,Verified,medical,Fully Paid
9709.091684011895,69631.20821053286,7.588064546903325,7,10949.229819292677,24.946438353145815,22,22.73851974145164,429.8937896314135,36 months,A,RENT,Verified,home_improvement,Charged Off
5869.003416575397,46780.30827869883,12.423890357767922,7,124.72550342443017,28.544083206026567,21,8.64646854732296,418.69920015717423,36 months,C,RENT,Source Verified,car,Fully Paid
9707.924626484697,43974.64373211627,20.946876529323774,10,4368.479685864411,11.634007887504232,13,9.887532651900308,650.389120683865,36 months,B,MORTGAGE,Not Verified,home_improvement,Charged Off
17483.594852329355,27405.099861013397,24.226851769958294,3,21479.998553526402,42.07600202495082,12,19.512964207537294,355.8496574896104,36 months,B,MORTGAGE,Verified,debt_consolidation,Fully Paid
7959.225542465843,119551.57027542384,15.710706401997685,16,1121.3405152217404,22.048083431461173,21,23.89776783463808,621.4068022756018,60 months,D,MORTGAGE,Not Verified,debt_consolidation,Fully Paid
17717.742682203305,82573.40440718668,6.7499877913435125,8,7315.347938674622,23.671732251686954,13,18.894605930842,496.30967341702166,36 months,D,MORTGAGE,Source Verified,home_improvement,Fully Paid
2186.653228952714,113827.30819562059,6.269675810927303,7,6671.854959221989,44.858198188572715,25,10.802348462848641,426.31774558155456,60 months,E,MORTGAGE,Source Verified,debt_consolidation,Charged Off
12221.49116879991,48181.12878863378,10.368652218825504,9,28498.684217073464,74.34375158118463,18,17.080450706873478,449.7594754915314,36 months,B,RENT,Not Verified,debt_consolidation,Fully Paid
8463.546172665,37805.70030333952,10.866052559007521,13,3950.8094097426488,71.15488850245967,24,6.204887266756218,458.1849209276337,36 months,C,OTHER,Verified,major_purchase,Charged Off
6977.851391258445,28146.53269069279,6.90583709435538,7,6934.208891266795,12.15800653163434,16,9.796871589117615,663.2396272587505,36 months,D,MORTGAGE,Source Verified,debt_consolidation,Fully Paid
8483.517041542598,76975.48770173293,2.666273018396188,13,10703.740002745812,36.069345551020774,16,23.86576255392828,231.31864128457946,36 months,D,OWN,Source Verified,other,Charged Off
2999.543959813543,28915.837744394972,14.017887189319866,12,6252.29672983391,57.50229172005101,19,10.733909724193857,356.55095624316766,36 months,A,RENT,Verified,debt_consolidation,Fully Paid
7260.210167427011,218395.7686335261,6.581313657734161,16,1020.9700833373486,20.680802116568746,20,12.083937790904498,195.10272623107772,36 months,C,RENT,Verified,debt_consolidation,Fully Paid
9687.157185729018,23972.2021245221,14.792491476462772,5,1243.4813692722416,30.949281544008823,15,15.379754938249825,236.4304629764939,60 months,G,MORTGAGE,Source Verified,home_improvement,Charged Off
16965.66750364235,72515.96934743472,13.515680369177767,8,4108.436889970537,53.9101101794063,26,11.190764002703169,359.97183846466316,36 months,A,RENT,Verified,debt_consolidation,Charged Off
6253.301797671938,179296.88656436894,20.274691502244995,7,8442.241351763549,58.95769719734315,16,7.3507526580881795,478.14580169678703,36 months,B,MORTGAGE,Source Verified,vacation,Fully Paid
5408.641323155486,91068.09765160874,24.95835278950746,6,4472.793761566535,65.15075662716258,19,14.11857230887805,268.7373460036313,60 months,B,OWN,Not Verified,medical,Fully Paid
6305.146465645106,67708.81104075188,3.3896563061877356,10,859.6317760144882,77.39868120030688,23,5.5409154187191785,547.8722254660563,36 months,D,MORTGAGE,Verified,debt_consolidation,Fully Paid
12806.40939864188,30395.852498813267,4.683989889827703,6,2220.7505835475135,32.81420860847732,20,12.142441739810273,384.57848231339676,36 months,E,MORTGAGE,Not Verified,home_improvement,Fully Paid
9550.755638834073,22760.038231422972,23.14526481224295,11,564.2582475098153,14.560666896981314,19,10.261305821933366,480.2854794475842,36 months,C,MORTGAGE,Source Verified,credit_card,Fully Paid
6217.479621797382,102645.34531761732,17.444521703421476,14,6036.14679675006,31.726691973783478,25,17.563873763562132,320.86308859260623,36 months,B,OTHER,Not Verified,home_improvement,Fully Paid
10473.816096160945,171837.24684278702,4.4512048067829415,11,32059.037642259063,44.26185827828776,22,8.34586602324128,558.2777873397249,36 months,C,MORTGAGE,Source Verified,debt_consolidation,Fully Paid
8506.099511088993,44037.86040506999,23.73494745989271,11,5609.4094947512485,44.081790465020795,14,19.0433489286097,746.2436728004182,36 months,D,MORTGAGE,Not Verified,credit_card,Charged Off
13151.912907356173,26974.76139483164,3.003955638730837,10,285.2625994261527,25.190184637394665,18,13.227776340816513,768.6217103202379,36 months,B,MORTGAGE,Source Verified,credit_card,Fully Paid
5704.288007747694,20000.0,3.783755548436098,13,3381.485650612269,29.708225816867685,17,14.9729687782009,371.48394127000483,60 months,A,MORTGAGE,Not Verified,debt_consolidation,Fully Paid
6878.589715485325,30135.66428876906,8.98195622085057,18,2929.231081887552,39.06581675480072,18,12.328401533494516,1260.2499149599812,60 months,C,MORTGAGE,Not Verified,debt_consolidation,Charged Off
6660.473941793209,55295.13507154023,17.74535808484028,4,1577.2019771210153,13.751787065740768,18,7.871534367033073,391.351737231788,36 months,B,MORTGAGE,Source Verified,vacation,Charged Off
3898.0921726771094,183392.9263582912,7.712451791593919,14,256.25145815618356,80.68427495643043,13,7.618302240977492,578.7044727068668,36 months,F,RENT,Not Verified,debt_consolidation,Fully Paid
9396.19537074289,95912.69068163993,13.482541220308367,7,5293.69883724173,39.13270422995231,14,8.398439514025757,759.561974400469,36 months,C,RENT,Source Verified,major_purchase,Fully Paid
9232.892291380029,74128.82843234482,1.6828909558200642,18,9293.541462106923,44.022726166673834,12,17.77489862001917,742.4582595861849,36 months,C,MORTGAGE,Verified,medical,Charged Off
8123.827818689289,45248.11256960597,27.913953494377765,10,1031.9616141358138,32.993499909057135,22,10.71979091006586,793.4938732555335,36 months,C,OWN,Source Verified,credit_card,Charged Off
7206.267650254123,39806.44042564017,6.984150385538305,5,1019.9624149991674,47.64286601831875,17,17.371506961660728,773.9459083632528,36 months,F,MORTGAGE,Not Verified,debt_consolidation,Charged Off
3993.065972537902,160163.9597977876,13.771855001777936,10,2036.63291663983,37.42327490339626,17,9.30155635823214,360.0552510624528,36 months,B,MORTGAGE,Source Verified,debt_consolidation,Charged Off
6566.1132024651,68907.27081696363,11.670305835161926,8,24131.973883313487,59.230597924605135,9,19.665995041555217,375.91040188444,36 months,A,RENT,Source Verified,debt_consolidation,Charged Off
6827.014502736679,20000.0,11.394648793134774,5,2121.4924642976753,74.6174203288042,18,9.934911948173937,384.6569304814653,36 months,C,MORTGAGE,Verified,debt_consolidation,Fully Paid
5425.478435464955,37366.21550723838,4.320728914010758,14,1189.2058580341798,67.20496088390291,25,22.659342003897972,516.2413115562194,36 months,F,MORTGAGE,Not Verified,debt_consolidation,Charged Off
7475.282155988186,32834.95006242877,1.8646019610359232,7,1845.8641771118184,80.78179703635146,24,16.801208247829365,123.70868937634194,36 months,C,RENT,Source Verified,debt_consolidation,Fully Paid
9917.195299597122,40848.083905738706,6.458730797986492,9,5971.325941969942,40.01980032086988,24,11.422669707296674,1196.786331532207,60 months,C,MORTGAGE,Verified,debt_consolidation,Charged Off
20808.002985465013,88790.72383440768,14.625081215394793,13,263.030655539953,50.91726459837291,18,23.87560973106601,628.6862231430653,36 months,E,MORTGAGE,Not Verified,car,Fully Paid
8842.181546070628,55536.102444158,7.161880684140247,8,2257.0413348371253,17.509845209706533,20,7.677070736912799,377.3657484298514,36 months,E,MORTGAGE,Verified,car,Fully Paid
9216.726363938209,56737.70245863869,17.00430680972604,4,1963.785125126133,33.604136836782736,12,24.288122913321658,267.73452717764707,60 months,B,RENT,Not Verified,debt_consolidation,Charged Off
7807.007775749533,150156.17722541906,16.49585265500878,15,2618.229535623399,51.71111771143156,25,6.056122478480703,318.26581788445463,60 months,D,MORTGAGE,Not Verified,debt_consolidation,Fully Paid
3104.5199978425107,36771.45843206417,2.3844516933349773,9,1293.630775987341,30.968904914244767,25,16.646025034131505,272.67637262229806,60 months,E,OTHER,Not Verified,debt_consolidation,Charged Off
7996.370756369481,220783.8986888271,8.663430637342366,12,603.6267820436786,27.767883977014655,21,20.88000953336733,456.48150589442434,36 months,A,MORTGAGE,Source Verified,vacation,Fully Paid
8350.820737832177,37424.643594156056,13.362662646668955,18,9124.593519556913,31.010965701749026,18,20.119529176361127,186.5345305284501,60 months,E,RENT,Not Verified,car,Fully Paid
27767.486260682384,63731.78760826335,5.60317666620414,8,328.3148562347976,59.201274454292474,25,18.97986409101505,1354.8646691225633,36 months,B,RENT,Verified,credit_card,Fully Paid
7360.031691392991,49175.82811204519,20.11125923822039,9,19490.722586299067,40.22873952906722,17,5.56810187850316,411.1157015855952,36 months,B,RENT,Verified,debt_consolidation,Fully Paid
9421.72687814472,65276.89299483337,8.950371331419616,7,4524.910206979182,36.92742608524932,23,11.341791326041783,528.796425690645,36 months,F,OWN,Not Verified,car,Fully Paid
7963.661138716984,81733.10465809857,2.9548716147790195,7,6751.160671408765,31.952359963391743,23,11.19406921628858,238.61620614455524,36 months,C,MORTGAGE,Not Verified,major_purchase,Charged Off
4517.260392389597,81119.98777012291,20.241461991917614,10,3215.6148869420144,38.36331809520442,25,6.374978324575002,661.0294613138243,60 months,E,RENT,Source Verified,debt_consolidation,Charged Off
14348.653833246404,35341.66535516967,12.539336489891141,13,12258.35892159176,3.7751537714807535,23,20.226847544212923,440.27681730475933,36 months,B,RENT,Source Verified,car,Fully Paid
11801.318203121808,27281.380780206367,11.234473498718335,9,5673.399452088625,56.52229453691127,20,9.68038865081776,252.17090104948264,36 months,D,MORTGAGE,Source Verified,debt_consolidation,Fully Paid
12034.297456974125,345317.7386049812,9.66031087539144,15,14267.242369136009,64.48601272167915,24,24.197873382160374,550.2564000874128,60 months,B,MORTGAGE,Verified,medical,Fully Paid
5142.559916004894,42668.27557362883,3.9805417695899665,10,8227.127448542235,19.82554504082849,25,18.1850782853177,392.3640176753956,36 months,E,MORTGAGE,Not Verified,medical,Fully Paid
16340.421365896133,97679.66772112256,6.593814849507725,14,11400.64052059139,21.980075358864948,19,17.62863147005894,308.69108100247036,36 months,A,RENT,Not Verified,credit_card,Fully Paid
4020.1498964975617,20000.0,1.2323029247425714,9,1264.304858189453,17.71584562344708,22,6.8844283733629785,312.4430239849675,36 months,D,MORTGAGE,Not Verified,debt_consolidation,Charged Off
10866.376185135334,49230.62144969421,12.742364667050285,6,1887.8795705562252,83.17970563578422,15,9.111327028933744,333.29180762348483,60 months,B,RENT,Verified,credit_card,Charged Off
24227.11677961406,54773.42615876671,8.230555247322513,9,3039.0790824406486,4.790345494414386,21,11.692139609606926,334.9067389517645,36 months,A,MORTGAGE,Source Verified,home_improvement,Charged Off
4938.079835906199,83363.89233284596,4.603784274162272,14,2993.368922564058,27.455912753096033,25,10.486730709042044,492.6368454495376,60 months,A,RENT,Source Verified,vacation,Charged Off
6104.925205989664,20000.0,3.1292854687024962,8,5945.23643985052,38.823982046058404,16,11.076120952144793,154.51486206789966,60 months,C,MORTGAGE,Source Verified,medical,Charged Off
8517.053124124814,67258.4828911721,5.023100898407677,10,1212.4124751280044,15.686247551089078,19,10.752300288516693,320.62176811449115,36 months,B,MORTGAGE,Source Verified,debt_consolidation,Charged Off
6299.730747296242,26773.85100033701,6.296027346539523,14,2958.6783611002534,19.640032921646103,18,19.14151615201998,544.2058768241652,36 months,A,OWN,Source Verified,major_purchase,Fully Paid
3731.88327419433,75135.01678340416,6.653530531503842,8,6326.460931777233,29.975386687598487,24,18.20207337747744,231.4784749071205,36 months,B,OWN,Source Verified,debt_consolidation,Charged Off
8385.68603128954,28986.03850592143,21.1357436892835,12,299.3060039862722,80.97044940349996,11,5.147584234881544,385.098034310751,36 months,D,RENT,Verified,car,Fully Paid
4764.024833185331,32897.834464917694,6.937206350274947,10,10594.388078201391,3.460107612370534,14,8.658173456672603,814.5775947608444,60 months,E,MORTGAGE,Not Verified,debt_consolidation,Fully Paid
10268.089058103336,49437.30957773106,7.071373396704931,10,34682.665021118104,17.52804339937564,25,20.199279265290176,206.33854645016737,36 months,G,RENT,Verified,small_business,Fully Paid
5116.817193722636,28663.20063791203,17.784492436624337,13,993.8265375090701,79.47925774141432,17,16.042932838662733,270.2130917796876,36 months,C,MORTGAGE,Not Verified,small_business,Fully Paid
17587.913330209052,42921.40310093723,4.832832213413893,20,17599.057460904532,75.91405068256343,23,11.403428768344186,686.4847260050634,36 months,C,OWN,Source Verified,credit_card,Fully Paid
5477.331746723463,25968.43294899461,28.016435844975355,6,3912.4724231861856,39.682175724539945,20,22.20006688696947,780.6567722335592,36 months,C,RENT,Verified,home_improvement,Charged Off
6897.878930128283,20000.0,6.520468701008651,10,1030.0751308948873,18.563092910445743,25,14.983014126971598,590.7616184830334,36 months,C,OWN,Source Verified,home_improvement,Charged Off
12170.358079566497,122096.85921347042,13.1018273180936,10,8048.928886549195,29.542565680075878,25,16.05660415734787,346.4064545369791,36 months,C,MORTGAGE,Source Verified,home_improvement,Fully Paid
4378.965734378597,24167.54545148514,21.153340909480214,16,30564.005267034183,23.222253340179204,16,20.01851885091629,447.41204858845776,36 months,E,MORTGAGE,Source Verified,debt_consolidation,Fully Paid
9079.096545966599,52834.696189018476,12.014533542429506,13,1837.7221352036588,22.416088807982483,13,14.944789447104665,322.1822214251074,36 months,B,MORTGAGE,Verified,debt_consolidation,Fully Paid
15577.321369514193,101419.81416796338,1.6979981423853838,8,829.1800418350624,18.672642482460233,14,7.934998263881726,472.8681430240841,36 months,D,RENT,Verified,credit_card,Fully Paid
3627.3527190936543,38930.72751639982,8.097668717832537,8,204.06975166869054,64.19652305763512,24,8.30392482846787,760.170738517277,36 months,F,MORTGAGE,Not Verified,debt_consolidation,Fully Paid
8886.75219414945,33603.44499061589,13.940888329272882,6,2505.78956548861,20.161684723814506,16,21.469204903191645,577.0303563900479,36 months,C,MORTGAGE,Verified,vacation,Fully Paid
9227.481196404742,70148.2867149639,1.950342629594494,11,3626.0383645384077,45.61886946885536,19,20.775919656759847,398.38710147341044,36 months,A,RENT,Source Verified,credit_card,Fully Paid
11979.012460051074,130947.75108049544,1.939990806347662,14,26294.31133921974,45.70006158978397,12,5.356546782547151,671.220375976704,36 months,C,OWN,Source Verified,small_business,Fully Paid
4365.659934375828,26409.50637921954,21.01481879967188,8,27794.728658190183,33.83188490955639,16,16.16707446802004,370.63702915069103,36 months,E,MORTGAGE,Source Verified,debt_consolidation,Charged Off
4187.133682319973,53900.580004349555,11.255934674737091,7,1345.1486309953548,83.55508706083327,13,13.154401194952525,714.1315012422945,36 months,F,RENT,Verified,credit_card,Fully Paid
10519.340380036647,20000.0,3.101703197244645,8,7856.98184137974,53.486741634684975,23,7.1901129510317,390.15929868371626,36 months,C,OTHER,Source Verified,debt_consolidation,Charged Off
9400.25726609034,45467.78341896605,6.524556802102893,11,749.1220100442123,47.43676289037553,27,14.889048806512529,192.42316145647922,36 months,A,RENT,Verified,debt_consolidation,Fully Paid
9184.25997161865,61325.0251463191,10.012572108592883,11,3253.620435409485,11.917221892930753,21,23.805433591991132,495.26200031368785,36 months,B,OWN,Verified,debt_consolidation,Fully Paid
9635.640979096686,32917.600087159044,12.700286447684606,16,2550.511919763195,54.668629821342385,20,14.477027367312198,442.88704834167794,36 months,C,MORTGAGE,Source Verified,home_improvement,Fully Paid
5767.463371663024,43482.1468817919,4.703222505891553,15,1041.7314449246503,53.712832780612565,16,17.238052337662396,1020.0295691902152,36 months,F,MORTGAGE,Not Verified,home_improvement,Charged Off
